"Adduct","AllGroups","Analog:Adduct","Analog:Compound_Name","Analog:Compound_Source","Analog:Data_Collector","Analog:GNPSLibraryURL","Analog:INCHI","Analog:Instrument","Analog:Ion_Source","Analog:IonMode","Analog:Library_Class","Analog:MassDiff","Analog:MQScore","Analog:MZErrorPPM","Analog:PI","Analog:SharedPeaks","Analog:Smiles","Analog:SpectrumID","ATTRIBUTE_Con/Inf","ATTRIBUTE_Gut_section","ATTRIBUTE_Organism","ATTRIBUTE_Pool","ATTRIBUTE_Time_point","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSGROUP:0","GNPSGROUP:1","GNPSGROUP:2","GNPSGROUP:3","GNPSGROUP:4","GNPSGROUP:ACN","GNPSGROUP:AM","GNPSGROUP:Blank","GNPSGROUP:c1","GNPSGROUP:c2","GNPSGROUP:c3","GNPSGROUP:Con","GNPSGROUP:Extraction_blank","GNPSGROUP:H","GNPSGROUP:Inf","GNPSGROUP:No_gut_section","GNPSGROUP:No_timepoint","GNPSGROUP:PBS","GNPSGROUP:PM","GNPSGROUP:R.prolixus_starved","GNPSGROUP:Starved","GNPSGROUP:T.cruzi_epi","GNPSGROUP:T.cruzi_tryp","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
"M+H","N/A","M+H","PC(0:0/16:0); [M+H]+ C24H51N1O7P1","Commercial","Thomas Metz","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003124100","N/A","CID; Velos","LC-ESI","Positive","1","54.9813","0.9551040000000001","110999.0","Thomas Metz","8","N/A","CCMSLIB00003124100","Inf,Con","AM","T.cruzi_tryp","c3,3,c2,c1,1,2","3,0,1,2","0","4830","32","Spectral Match to 1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine from NIST14","Isolated","Data deposited by daniel","N/A","0.0","0.0","0.0","0.0","0.0","0.0","47735.49123611107","3485.2711985294104","3798.4972573529385","7810.968455882335","0.0","0.0","30603.42969298243","0.0","6624.683685185205","8218.96335185186","12707.137796296276","9183.594944444447","0.0","0.0","12352.15187654319","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24227.715173611094","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003135929","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4830.0"",""main.cluster index_upperinput"":""4830.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","HCD","ESI","Positive","3","0.07269289999999999","0.846842","132.076","4830","7","550.3133","Data from James McKerrow","550.3133","8.2557","8.2557","false","4830","8","N/A","CCMSLIB00003135929","1744395.4924999988","N/A"
"M+H","N/A","M+H","Spectral Match to 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine from NIST14","Isolated","Data deposited by negarg","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003138058","N/A","HCD","ESI","Positive","3","32.1018","0.8988649999999999","45435.3","Data from Pieter C. Dorrestein","6","N/A","CCMSLIB00003138058","Inf,Con","AM","T.cruzi_tryp,T.cruzi_epi","3,c2,c1,1,2","4,3,0,1,2","0","7600","15","Spectral Match to 1,2-Di-(9Z-tetradecenoyl)-sn-glycero-3-phosphocholine from NIST14","Isolated","Data deposited by lfnothias","N/A","0.0","0.0","0.0","0.0","0.0","0.0","1955.0011111111126","16308.212205882344","21887.026036764695","26150.149529411756","34200.26052777776","0.0","47706.549894736825","0.0","7333.222740740741","6632.5398518518405","0.0","4655.25419753086","0.0","0.0","28916.02165432098","0.0","0.0","0.0","0.0","0.0","0.0","26248.82226666666","4956.657499999995","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003135238","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""7600.0"",""main.cluster index_upperinput"":""7600.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","HCD","ESI","Positive","3","0.0408325","0.863759","60.5394","7600","11","674.4372","Data from Pieter Dorrestein","674.4372","17.2847","17.2847","false","7600","7","N/A","CCMSLIB00003135238","2719273.3439999996","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","1747","66","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","1026730.4277916668","1019359.7810367643","874286.2191029409","930877.1498455881","1124262.7965277792","0.0","1468391.1385789476","0.0","1032556.2024629625","1078099.1767962978","1010660.3140555553","1040438.5644382718","0.0","17153.780982456155","976884.406185185","0.0","449053.4943666665","0.0","1499349.1687894731","748422.4906111108","748422.4906111108","1045947.8181000005","962053.5693263882","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1747.0"",""main.cluster index_upperinput"":""1747.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=66&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","1747","123","401.3406","","401.3406","14.4123","14.4123","false","1747","","","","1.70138963036E8","N/A"
"","N/A","M+H","PC(0:0/16:0); [M+H]+ C24H51N1O7P1","Commercial","Thomas Metz","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003098062","N/A","HCD; Velos","LC-ESI","Positive","1","23.0224","0.8399129999999999","46478.7","Thomas Metz","9","N/A","CCMSLIB00003098062","Inf","PM,AM","T.cruzi_epi","3,1,2","3,1,2","0","16105","9","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8035.679647058813","2203.544095588232","2030.4562132352953","0.0","0.0","6539.050991228066","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5150.236030864193","0.0","0.0","0.0","779.705473684207","0.0","0.0","4635.212427777773","0.0","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""16105.0"",""main.cluster index_upperinput"":""16105.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","16105","4","472.3096","","472.3096","10.5976","10.5976","false","16105","","","","417169.11849999963","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf","H,PM,AM","T.cruzi_tryp,T.cruzi_epi","3,1,2","3,0,1,2","0","11977","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","44472.129708333414","1012.1781249999932","5459.491139705893","26637.38412500004","0.0","0.0","28087.660868421106","0.0","0.0","0.0","0.0","0.0","0.0","3856.2094122807116","23780.32283950621","0.0","0.0","0.0","1849.2200701754293","0.0","0.0","15860.16702222225","6927.6544166666745","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""11977.0"",""main.cluster index_upperinput"":""11977.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","11977","6","706.5604","","706.5604","17.774","17.774","false","11977","","","","1926206.150000003","N/A"
"M+H","N/A","M+H","Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14","Isolated","Data deposited by TJLing","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003136135","N/A","HCD","ESI","Positive","3","25.9391","0.978734","34104.1","Data from Tie-Jun Ling","8","N/A","CCMSLIB00003136135","Inf,Starved,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","2251","21","SM(d18:1/22:0); [M+H]+ C45H92N2O6P1","Commercial","Thomas Metz","N/A","0.0","0.0","0.0","0.0","0.0","0.0","116717.95216666664","45603.78827205881","36601.87636029413","53404.56145588236","30184.952777777784","0.0","123285.54348245611","0.0","74936.87840740735","88462.69524074072","41244.8110185185","68214.79488888885","0.0","0.0","50142.296456790136","0.0","21214.692666666673","0.0","50488.9265","35357.82111111112","35357.82111111112","43467.24812777778","78817.66760416665","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003092327","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2251.0"",""main.cluster index_upperinput"":""2251.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=21&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","HCD; Velos","LC-ESI","Positive","1","0.135925","0.9637479999999999","172.78799999999998","2251","47","786.5251","Thomas Metz","786.5251","13.7046","13.7046","false","2251","8","N/A","CCMSLIB00003092327","9905144.788999997","N/A"
"M+H","N/A","M+H","PE(18:1/0:0); [M+H]+ C23H47N1O7P1","Commercial","Thomas Metz","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003122237","N/A","HCD; Velos","LC-ESI","Positive","1","1.00671","0.8856280000000001","2100.38","Thomas Metz","15","N/A","CCMSLIB00003122237","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","26","7","Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14","Isolated","Data deposited by amelnik","N/A","0.0","0.0","0.0","0.0","0.0","0.0","876353.9470833336","953524.0604926466","1007967.3335955888","975675.694625","1295095.6276111112","0.0","1577906.1361491226","0.0","976636.6981851851","846828.2154629626","977981.195277778","933815.3696419753","0.0","857841.8364824562","1048664.418475309","0.0","604342.979366667","0.0","540497.7734736846","1007238.298944445","1007238.298944445","1115321.276222222","836138.1663541669","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003137869","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""26.0"",""main.cluster index_upperinput"":""26.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","QqIT","ESI","Positive","3","0.000305176","0.786103","0.635375","26","170","480.3077","Data from PDorrestein","480.3077","10.9629","10.9629","false","26","11","N/A","CCMSLIB00003137869","1.6964600752800003E8","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","3,1,2","No_timepoint,3,0,1,2","0","6880","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","16924.15130555556","9410.559977941191","14796.076955882294","13752.854124999958","0.0","0.0","6136.922017543862","64604.48128571419","0.0","0.0","0.0","0.0","78581.47716666647","13578.997956140322","14259.512604938249","75371.89483333322","58698.25313333321","72162.31249999997","8060.622991228043","47582.49199999987","47582.49199999987","6835.484716666663","7497.595784722201","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""6880.0"",""main.cluster index_upperinput"":""6880.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","6880","44","666.4633","","666.4633","20.4557","20.4557","false","6880","","","","2035494.3179999953","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf","H,PM","T.cruzi_tryp,T.cruzi_epi","3,1,2","3,0,1,2","0","10687","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","2583.9240833333242","10599.163323529416","1970.22786764706","5626.428191176478","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","718.4952280701826","8211.956697530868","0.0","0.0","0.0","10951.127447368419","0.0","0.0","6935.714049999999","568.808722222228","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10687.0"",""main.cluster index_upperinput"":""10687.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","10687","4","703.5628","","703.5628","17.5622","17.5622","false","10687","","","","665168.4925000004","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","4,3,0,1,2","0","9271","16","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","1608.043263888891","33684.13181617649","64183.92124999999","73002.23683823532","179345.32494444438","0.0","18588.473175438594","0.0","69730.87690740736","66398.36664814816","22888.495148148184","53005.91290123457","0.0","0.0","65504.9763888889","0.0","0.0","0.0","149821.73792105264","0.0","0.0","101092.69562222224","6958.880923611111","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9271.0"",""main.cluster index_upperinput"":""9271.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","9271","26","645.4687","","645.4687","15.8705","15.8705","false","9271","","","","9599382.032500004","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","1070","3","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","134675.27158333367","181590.77998529404","245472.4868014705","249880.22175735305","434029.4397222225","0.0","232743.70756140357","25506.68678571429","246257.4979259265","242256.52377777785","234942.65253703698","241152.22474691377","26188.209166666606","251269.4946315791","233791.8803580247","29757.801250000004","85692.13936666663","33327.3933333334","210325.53107894742","122981.69811111105","122981.69811111105","375411.4556944446","65047.79862500001","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1070.0"",""main.cluster index_upperinput"":""1070.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","1070","132","310.31","","310.31","13.8384","13.8384","false","1070","","","","3.975585460400003E7","N/A"
"M-H2O+H","N/A","M+H","Spectral Match to cis-5,8,11-Eicosatrienoic acid from NIST14","Isolated","Data deposited by pmallard","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003139970","N/A","HCD","ESI","Positive","3","78.0837","0.788484","254127.0","Data from Wolfender/Litaudon","9","N/A","CCMSLIB00003139970","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","2047","31","7-alpha-hydroxy cholesterol","Commercial","Morgan Panitchpakdi","N/A","0.0","0.0","0.0","0.0","0.0","0.0","140773.27480555567","150439.99486764704","125897.75808823536","130518.70606617648","154023.3788055552","0.0","199865.03777192975","0.0","154089.74781481473","147153.08907407403","139001.74050000007","146748.19246296294","0.0","856.2117368420993","139055.3264506173","0.0","72862.0966999999","0.0","224594.829131579","121436.82783333315","121436.82783333315","134767.0886888889","153070.09791666668","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005466004","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2047.0"",""main.cluster index_upperinput"":""2047.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=5a6231ed03724b088fa0055e33397038&show=true","""""""InChI=1S/C27H46O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h16-18,20-25,28-29H,6-15H2,1-5H3/t18-,20+,21-,22+,23+,24-,25+,26+,27-/m1/s1""""""","qToF","ESI","Positive","1","0.000305176","0.766858","0.791953","2047","97","385.3457","Dorrestein","385.3457","14.1669","14.1669","false","2047","10","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C","CCMSLIB00005466004","2.4243016482499998E7","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","12230","122","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","31382.33470833335","40535.51561029407","38325.14293382355","55265.9826838235","111037.9406111112","0.0","35040.08547368416","92520.52742857132","52035.9960925926","42719.23250000006","29199.998037037007","41318.408876543224","58744.227499999884","60242.65090350882","47097.73783950615","107940.6153333332","84828.92899999996","157137.00316666652","41322.493921052635","69421.13811111113","69421.13811111113","72444.68798333334","8912.30507638888","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""12230.0"",""main.cluster index_upperinput"":""12230.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=122&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","12230","95","650.2737","","650.2737","9.2072","9.2072","false","12230","","","","8434141.818999998","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","12017","129","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","19645.285097222222","39999.54995588232","67463.11030882347","96561.93974999993","131937.5337499999","0.0","70897.31275438594","0.0","95783.94681481476","30437.25837037036","82323.13185185181","69514.77901234565","0.0","0.0","65199.55580246907","0.0","50850.23546666666","0.0","133920.4881578946","84750.39244444443","84750.39244444443","113689.53185555547","9441.711847222212","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""12017.0"",""main.cluster index_upperinput"":""12017.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=129&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","12017","24","680.5809","","680.5809","17.7896","17.7896","false","12017","","","","1.1674614651999993E7","N/A"
"M+H","N/A","M+H","N-(1,3-dihydroxyoctadec-4-en-2-yl)tetradecanamide","Commercial","UMR 8038 Universite de Paris","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005436377","","qTof","LC-ESI","Positive","3","28.03","0.946533","54908.2","O Laprevote","12","CCCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCCCCCCCCCC)O","CCMSLIB00005436377","Inf,Starved,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","6619","16","Ceramide (18:1/16:0)","Other","Quinn","N/A","0.0","0.0","0.0","0.0","0.0","0.0","9123.105069444418","38442.24327205874","33855.72662499997","24543.603926470496","13833.51427777776","0.0","80724.27096491211","0.0","22674.915018518474","25308.264388888776","25853.343259259265","24612.174222222173","0.0","0.0","30980.132098765367","0.0","10019.636499999957","0.0","912.0686754385971","16699.394166666592","16699.394166666592","40808.3337166666","11530.927465277728","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000223895","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""6619.0"",""main.cluster index_upperinput"":""6619.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=5a6231ed03724b088fa0055e33397038&show=true","","qTof","LC-ESI","Positive","3","0.00201416","0.939156","3.7401800000000005","6619","29","538.518","Rohwer","538.518","18.1815","18.1815","false","6619","11","","CCMSLIB00000223895","4653271.359499991","N/A"
"M+H","N/A","M+H","Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14","Isolated","Data deposited by negarg","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003135157","N/A","HCD","ESI","Positive","3","76.0992","0.91838","97243.5","Data from Pieter C. Dorrestein","8","N/A","CCMSLIB00003135157","Inf,Con","AM","T.cruzi_tryp,T.cruzi_epi","3,c2,c1,1,2","3,0,1,2","0","4042","2","Spectral Match to 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine from NIST14","Isolated","Data deposited by negarg","N/A","0.0","0.0","0.0","0.0","0.0","0.0","11505.167847222241","16708.28090441175","23730.143419117663","28519.99711029412","0.0","0.0","56503.068605263164","0.0","27082.431629629627","22472.79507407408","0.0","16518.40890123457","0.0","0.0","23243.009746913584","0.0","0.0","0.0","0.0","0.0","0.0","20052.912144444446","19665.455798611118","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003138058","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4042.0"",""main.cluster index_upperinput"":""4042.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","HCD","ESI","Positive","3","0.07519529999999999","0.916242","106.428","4042","23","706.4638","Data from Pieter C. Dorrestein","706.4638","17.4049","17.4049","false","4042","6","N/A","CCMSLIB00003138058","3220674.9105","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","4,3,1,2","0","4133","3","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38776.98498529412","65681.33961764717","70790.29530147035","9584.783888888902","0.0","126651.89803508767","0.0","30265.963055555705","25789.31511111106","31641.82155555553","29232.366574074098","0.0","0.0","60009.94179629623","0.0","0.0","0.0","166.11912280702035","0.0","0.0","16720.34495555554","79497.1657222222","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4133.0"",""main.cluster index_upperinput"":""4133.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","4133","31","280.263","","280.263","8.9259","8.9259","false","4133","","","","7228626.977999997","N/A"
"","N/A","[M+H]+","Sarmentoside B","isolated","MoNA:VF-NPL-QEHF014962","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00004706025","InChI=1S/C34H48O13/c1-17-28(46-19(3)37)29(42-5)27(39)30(44-17)47-21-6-9-32(16-35)26-23(7-10-33(32,40)13-21)34(41)11-8-22(20-12-25(38)43-15-20)31(34,4)14-24(26)45-18(2)36/h12,16-17,21-24,26-30,39-41H,6-11,13-15H2,1-5H3/t17?,21-,22+,23?,24+,26?,27?,28?,29?,30?,31+,32-,33-,34-/m0/s1","ESI-QFT","N/A","positive","3","15.1618","0.8711399999999999","22788.8","MoNA","18","N/A","CCMSLIB00004706025","Inf,Starved,Blank","H,PM,No_gut_section,AM","T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","3,1,2","No_timepoint,3,0,1,2","0","13953","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","163499.87968055552","93132.5528529412","67680.20769852935","46990.506338235275","0.0","0.0","68273.55016666661","787984.1607142854","0.0","0.0","0.0","0.0","1122177.8498333334","60890.52695614037","72666.61319135802","919314.8541666663","549641.7653333332","716451.8584999993","21971.589956140353","303193.03944444435","303193.03944444435","65399.95187222221","0.0","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""13953.0"",""main.cluster index_upperinput"":""13953.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","13953","12","680.4788","","680.4788","16.3776","16.3776","false","13953","","","","1.4130622148499997E7","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Blank,Con","H,ACN,PM","T.cruzi_tryp,ACN","c3,3,c2,c1,1,2,ACN","3,0,1,2,ACN","0","691","19","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","6201.287416666665","3860.964110294118","1910.301507352928","3055.8381764705805","0.0","2160839.7355000065","0.0","308691.3907857152","4653.557185185181","3915.1862777777624","2636.383685185175","3735.0423827160394","0.0","5586.660403508758","3215.7467407407366","0.0","0.0","0.0","4290.776771929819","0.0","0.0","0.0","7819.637763888873","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""691.0"",""main.cluster index_upperinput"":""691.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","691","16","631.113","","631.113","18.3703","18.3703","false","691","","","","2723853.6545000058","N/A"
